1.65629,1.14272,1.26627,10.496,0.991408,0.94063,0.980649,0.992342,1.649308,1.148288,1.293202,10.536042,
1.64788,1.13469,1.28788,10.5234,0.991408,0.94063,0.980649,0.992342,1.636983,1.148288,1.293202,10.469833,
1.65025,1.14224,1.30585,10.4845,0.991408,0.94063,0.980649,0.992342,1.627803,1.146061,1.299944,10.468189,
1.65445,1.14623,1.30724,10.6448,0.991408,0.94063,0.980649,0.992342,1.634868,1.14429,1.3032,10.349823,
1.65445,1.15238,1.31031,10.5246,0.991408,0.94063,0.980649,0.992342,1.632173,1.135182,1.302154,10.30269,
1.64669,1.14674,1.29769,10.536,0.991408,0.94063,0.980649,0.992342,1.634975,1.133016,1.293224,10.279236,
1.64931,1.14829,1.2932,10.536,0.991408,0.94063,0.980649,0.992342,1.639613,1.128288,1.318031,10.277796,
1.63698,1.14829,1.2932,10.4698,0.991408,0.94063,0.980649,0.992342,1.62958,1.128517,1.321408,10.291189,
1.6278,1.14606,1.29994,10.4682,0.991408,0.94063,0.980649,0.992342,1.626506,1.127871,1.320586,10.334842,
1.63487,1.14429,1.3032,10.3498,0.991408,0.94063,0.980649,0.992342,1.6177,1.13112,1.338695,10.364635,
1.63217,1.13518,1.30215,10.3027,0.991408,0.94063,0.980649,0.992342,1.621297,1.13013,1.339026,10.303913,
1.63498,1.13302,1.29322,10.2792,0.991408,0.94063,0.980649,0.992342,1.61883,1.131235,1.305059,10.340969,
1.63961,1.12829,1.31803,10.2778,0.991408,0.94063,0.980649,0.992342,1.610643,1.132875,1.283693,10.366089,
1.62958,1.12852,1.32141,10.2912,0.991408,0.94063,0.980649,0.992342,1.595711,1.141945,1.276123,10.343678,
1.62651,1.12787,1.32059,10.3348,0.991408,0.94063,0.980649,0.992342,1.596704,1.139948,1.276124,10.411519,
1.6177,1.13112,1.3387,10.3646,0.991408,0.94063,0.980649,0.992342,1.596781,1.143347,1.265901,10.313398,
1.6213,1.13013,1.33903,10.3039,0.991408,0.94063,0.980649,0.992342,1.588941,1.139704,1.37354,10.179869,
1.61883,1.13124,1.30506,10.341,0.991408,0.94063,0.980649,0.992342,1.58826,1.135353,1.373677,10.283269,
1.61064,1.13288,1.28369,10.3661,0.991408,0.94063,0.980649,0.992342,1.58826,1.149682,1.397343,10.385,
1.59571,1.14195,1.27612,10.3437,0.991408,0.94063,0.980649,0.992342,1.579854,1.16096,1.401764,10.383882,
1.5967,1.13995,1.27612,10.4115,0.991408,0.94063,0.980649,0.992342,1.581703,1.162971,1.402592,10.387059,
1.59678,1.14335,1.2659,10.3134,0.991408,0.94063,0.980649,0.992342,1.577884,1.1634,1.402592,10.634137,
1.58894,1.1397,1.37354,10.1799,0.991408,0.94063,0.980649,0.992342,1.580703,1.163467,1.401109,10.506936,
1.58826,1.13535,1.37368,10.2833,0.991408,0.94063,0.980649,0.992342,1.579979,1.152033,1.387153,10.58934,
1.58826,1.14968,1.39734,10.385,0.991408,0.94063,0.980649,0.992342,1.578308,1.146033,1.379986,10.410983,
1.57985,1.16096,1.40176,10.3839,0.991408,0.94063,0.980649,0.992342,1.578856,1.138833,1.373267,10.496429,
1.5817,1.16297,1.40259,10.3871,0.991408,0.94063,0.980649,0.992342,1.567693,1.145832,1.382386,10.451554,
1.57788,1.1634,1.40259,10.6341,0.991408,0.94063,0.980649,0.992342,1.571907,1.144652,1.383908,10.443501,
1.5807,1.16347,1.40111,10.5069,0.991408,0.94063,0.980649,0.992342,1.567951,1.144197,1.383899,10.541951,
1.57998,1.15203,1.38715,10.5893,0.991408,0.94063,0.980649,0.992342,1.535721,1.149025,1.385057,10.420642,
1.57831,1.14603,1.37999,10.411,0.991408,0.94063,0.980649,0.992342,1.545189,1.149425,1.399296,10.442554,
1.57886,1.13883,1.37327,10.4964,0.991408,0.94063,0.980649,0.992342,1.547449,1.137768,1.39532,10.609374,
1.56769,1.14583,1.38239,10.4516,0.991408,0.94063,0.980649,0.992342,1.547449,1.141532,1.393805,10.671076,
1.57191,1.14465,1.38391,10.4435,0.991408,0.94063,0.980649,0.992342,1.551663,1.145356,1.396696,10.647994,
